"InstrLevel","AfAmF","AfAmM","AIANF","AIANM","AsianF","AsianM","HispF","HispM","NHOPIF","NHOPIM","WhF","WhM","MultF","MultM","NRAF","NRAM","UnkF","UnkM","AllF","AllM","GenderNoneTotal","AllTotal","SortNum",
"Total","56","44","3","6","29","16","91","73","7","4","1,157","854","33","15","27","19","62","55","1,465","1,086","0","2,551","4",
"Aurora University","","","","","","","","","","","","","","","","",
"Undergraduate","144","100","3","4","49","13","328","179","2","0","1,270","727","43","28","3","3","65","33","1,907","1,087","0","2,994","1",
"Graduate","95","25","9","1","13","8","101","31","0","0","931","326","2","0","1","0","107","37","1,259","428","0","1,687","2",
"Total","239","125","12","5","62","21","429","210","2","0","2,201","1,053","45","28","4","3","172","70","3,166","1,515","0","4,681","4",
"Benedictine University","","","","","","","","","","","","","","","","",
"Undergraduate","249","122","3","8","347","182","154","99","6","7","909","638","0","0","34","31","584","351","2,286","1,438","0","3,724","1",
"Graduate","344","94","12","0","106","46","65","31","2","0","996","286","0","0","28","47","422","313","1,975","817","0","2,792","2",
"Total","593","216","15","8","453","228","219","130","8","7","1,905","924","0","0","62","78","1,006","664","4,261","2,255","0","6,516","4",
"Bexley Hall Seabury Western Theological Seminary Federation","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","2","2","0","0","1","0","0","0","0","0","14","9","0","0","1","1","0","0","18","12","0","30","2",
"Total","2","2","0","0","1","0","0","0","0","0","14","9","0","0","1","1","0","0","18","12","0","30","4",
"Blackburn College","","","","","","","","","","","","","","","","",
"Undergraduate","17","28","3","1","0","1","2","9","1","2","282","184","5","2","0","0","9","4","319","231","0","550","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","17","28","3","1","0","1","2","9","1","2","282","184","5","2","0","0","9","4","319","231","0","550","4",
"Blessing-Rieman College of Nursing","","","","","","","","","","","","","","","","",
"Undergraduate","10","1","4","1","4","2","2","0","0","1","210","23","0","0","0","0","0","0","230","28","0","258","1",
"Graduate","0","0","0","0","1","0","0","0","0","0","15","1","0","0","0","0","0","0","16","1","0","17","2",
"Total","10","1","4","1","5","2","2","0","0","1","225","24","0","0","0","0","0","0","246","29","0","275","4",
"Bradley University","","","","","","","","","","","","","","","","",
"Undergraduate","232","124","10","6","81","92","156","126","2","2","2,048","1,870","43","22","10","23","9","16","2,591","2,281","0","4,872","1",
"Graduate","17","8","2","0","4","8","4","7","0","0","239","148","2","1","40","72","11","15","319","259","0","578","2",
"Total","249","132","12","6","85","100","160","133","2","2","2,287","2,018","45","23","50","95","20","31","2,910","2,540","0","5,450","4",
"Catholic Theological Union","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","9","7","0","0","6","34","16","26","0","0","68","73","0","0","15","56","59","59","173","255","0","428","2",
"Total","9","7","0","0","6","34","16","26","0","0","68","73","0","0","15","56","59","59","173","255","0","428","4",
"Center for Psychoanalytic Study","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","0","2","0","0","1","0","0","0","0","0","2","1","0","0","0","0","0","0","3","3","0","6","2",
"Total","0","2","0","0","1","0","0","0","0","0","2","1","0","0","0","0","0","0","3","3","0","6","4",
"Chicago Theological Seminary","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","38","29","0","0","0","0","7","1","0","0","53","56","2","1","6","29","0","4","106","120","0","226","2",
"Total","38","29","0","0","0","0","7","1","0","0","53","56","2","1","6","29","0","4","106","120","0","226","4",
"Columbia College Chicago","","","","","","","","","","","","","","","","",
"Undergraduate","981","774","18","11","162","145","718","605","5","3","3,036","2,846","202","133","105","62","271","233","5,498","4,812","0","10,310","1",
"Graduate","40","16","0","1","3","4","25","12","0","0","190","114","8","3","20","12","12","13","298","175","0","473","2",
"Total","1,021","790","18","12","165","149","743","617","5","3","3,226","2,960","210","136","125","74","283","246","5,796","4,987","0","10,783","4",
"Concordia University Chicago","","","","","","","","","","","","","","","","",
"Undergraduate","118","85","0","0","14","11","219","87","1","0","544","342","22","17","1","5","25","24","944","571","0","1,515","1",
"Graduate","524","126","11","2","57","26","326","85","5","5","1,896","760","38","18","12","14","21","13","2,890","1,049","0","3,939","2",
"Total","642","211","11","2","71","37","545","172","6","5","2,440","1,102","60","35","13","19","46","37","3,834","1,620","0","5,454","4",
"DePaul University","","","","","","","","","","","","","","","","",
"Undergraduate","874","491","10","13","535","677","1,604","1,155","28","19","4,811","4,388","323","231","148","223","519","449","8,852","7,646","0","16,498","1",
"Graduate","549","329","3","8","248","271","334","278","13","8","2,241","2,277","94","62","586","439","349","379","4,417","4,051","0","8,468","2",
"Total","1,423","820","13","21","783","948","1,938","1,433","41","27","7,052","6,665","417","293","734","662","868","828","13,269","11,697","0","24,966","4",
"Dominican University","","","","","","","","","","","","","","","","",
"Undergraduate","117","35","2","1","51","21","468","212","4","2","659","305","18","8","10","35","35","12","1,364","631","0","1,995","1",
"Graduate","124","24","2","0","44","16","125","45","1","0","781","238","5","1","18","15","100","55","1,200","394","0","1,594","2",
"Total","241","59","4","1","95","37","593","257","5","2","1,440","543","23","9","28","50","135","67","2,564","1,025","0","3,589","4",
"East-West University","","","","","","","","","","","","","","","","",
"Undergraduate","308","199","2","2","10","15","63","49","2","1","13","9","0","0","24","62","9","8","431","345","0","776","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","308","199","2","2","10","15","63","49","2","1","13","9","0","0","24","62","9","8","431","345","0","776","4",
"Ellis University","","","","","","","","","","","","","","","","",
"Undergraduate","4","5","0","0","1","1","2","4","0","0","16","12","1","1","0","0","2","0","26","23","0","49","1",
"Graduate","5","7","0","0","1","3","0","3","0","0","9","4","0","1","0","0","0","0","15","18","0","33","2",
"Total","9","12","0","0","2","4","2","7","0","0","25","16","1","2","0","0","2","0","41","41","0","82","4",
"Elmhurst College","","","","","","","","","","","","","","","","",
"Undergraduate","74","73","7","4","93","34","213","125","8","4","1,380","879","44","22","17","11","36","28","1,872","1,180","0","3,052","1",
"Graduate","17","7","0","0","15","5","7","7","0","0","100","70","2","0","2","3","5","6","148","98","0","246","2",
"Total","91","80","7","4","108","39","220","132","8","4","1,480","949","46","22","19","14","41","34","2,020","1,278","0","3,298","4",
"Erikson Institute","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","40","2","0","0","8","1","22","1","0","0","163","9","3","0","5","0","2","0","243","13","0","256","2",
"Total","40","2","0","0","8","1","22","1","0","0","163","9","3","0","5","0","2","0","243","13","0","256","4",
"Eureka College","","","","","","","","","","","","","","","","",
"Undergraduate","9","18","3","1","3","1","11","10","1","0","374","274","8","9","1","3","16","12","426","328","0","754","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","9","18","3","1","3","1","11","10","1","0","374","274","8","9","1","3","16","12","426","328","0","754","4",
"Garrett - Evangelical Theological Seminary","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","45","34","0","0","6","13","2","9","0","0","118","91","4","3","17","32","6","10","198","192","0","390","2",
"Total","45","34","0","0","6","13","2","9","0","0","118","91","4","3","17","32","6","10","198","192","0","390","4",
"Greenville University","","","","","","","","","","","","","","","","",
"Undergraduate","33","65","2","4","3","6","17","27","0","0","469","445","5","14","27","29","42","36","598","626","0","1,224","1",
"Graduate","6","6","0","0","2","0","2","0","0","0","129","49","1","0","0","0","30","14","170","69","0","239","2",
"Total","39","71","2","4","5","6","19","27","0","0","598","494","6","14","27","29","72","50","768","695","0","1,463","4",
"Hebrew Theological College","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","499","77","0","0","0","0","0","0","499","77","0","576","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","5","0","5","2",
"Total","0","0","0","0","0","0","0","0","0","0","499","82","0","0","0","0","0","0","499","82","0","581","4",
"Illinois Baptist College","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","2","5","0","0","4","14","0","0","6","19","0","25","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","0","0","0","0","0","0","0","0","0","0","2","5","0","0","4","14","0","0","6","19","0","25","4",
"Illinois College","","","","","","","","","","","","","","","","",
"Undergraduate","44","36","0","0","3","1","27","22","0","1","366","385","11","21","20","13","7","13","478","492","0","970","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","9","1","0","0","0","0","7","0","16","1","0","17","2",
"Total","44","36","0","0","3","1","27","22","0","1","375","386","11","21","20","13","14","13","494","493","0","987","4",
"Illinois College of Optometry","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","13","3","0","2","125","37","8","3","1","1","213","119","11","7","54","29","0","0","425","201","0","626","2",
"Total","13","3","0","2","125","37","8","3","1","1","213","119","11","7","54","29","0","0","425","201","0","626","4",
"Illinois Institute of Technology","","","","","","","","","","","","","","","","",
"Undergraduate","70","116","4","8","99","190","110","256","10","11","286","805","6","8","223","408","53","138","861","1,940","0","2,801","1",
"Graduate","70","41","1","0","88","76","70","83","3","3","491","696","13","31","1,049","1,672","199","297","1,984","2,899","0","4,883","2",
"Total","140","157","5","8","187","266","180","339","13","14","777","1,501","19","39","1,272","2,080","252","435","2,845","4,839","0","7,684","4",
"Illinois Wesleyan University","","","","","","","","","","","","","","","","",
"Undergraduate","48","43","5","4","62","48","73","35","0","1","858","606","5","2","45","37","73","68","1,169","844","0","2,013","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","48","43","5","4","62","48","73","35","0","1","858","606","5","2","45","37","73","68","1,169","844","0","2,013","4",
"Institute for Clinical Social Work","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","13","3","1","1","2","1","3","0","0","0","50","15","2","0","0","0","2","1","73","21","0","94","2",
"Total","13","3","1","1","2","1","3","0","0","0","50","15","2","0","0","0","2","1","73","21","0","94","4",
"Judson University","","","","","","","","","","","","","","","","",
"Undergraduate","38","24","0","0","5","8","50","45","1","1","349","297","3","1","18","14","95","69","559","459","0","1,018","1",
"Graduate","14","4","0","0","1","0","2","3","0","0","35","25","0","0","1","2","18","4","71","38","0","109","2",
"Total","52","28","0","0","6","8","52","48","1","1","384","322","3","1","19","16","113","73","630","497","0","1,127","4",
"Knox College","","","","","","","","","","","","","","","","",
"Undergraduate","60","30","3","1","38","32","69","57","0","0","531","378","25","26","80","71","14","15","820","610","0","1,430","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","60","30","3","1","38","32","69","57","0","0","531","378","25","26","80","71","14","15","820","610","0","1,430","4",
"Lake Forest College","","","","","","","","","","","","","","","","",
"Undergraduate","53","43","3","0","47","24","129","71","1","1","532","398","31","18","85","86","20","10","901","651","0","1,552","1",
"Graduate","1","1","0","0","0","0","0","0","0","0","11","5","0","0","0","0","0","0","12","6","0","18","2",
"Total","54","44","3","0","47","24","129","71","1","1","543","403","31","18","85","86","20","10","913","657","0","1,570","4",
"Lake Forest Graduate School of Mgmt.","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","11","15","0","2","20","33","9","10","0","0","85","100","1","1","0","0","138","225","264","386","0","650","2",
"Total","11","15","0","2","20","33","9","10","0","0","85","100","1","1","0","0","138","225","264","386","0","650","4",
"Lakeview College of Nursing","","","","","","","","","","","","","","","","",
"Undergraduate","33","4","1","0","13","8","5","3","2","0","199","17","4","0","0","0","4","0","261","32","0","293","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","33","4","1","0","13","8","5","3","2","0","199","17","4","0","0","0","4","0","261","32","0","293","4",
"Lewis University","","","","","","","","","","","","","","","","",
"Undergraduate","245","126","15","2","84","60","430","297","6","5","1,593","1,322","37","23","13","27","160","134","2,583","1,996","0","4,579","1",
"Graduate","237","92","3","2","41","15","102","60","2","2","773","368","6","4","18","41","126","68","1,308","652","0","1,960","2",
"Total","482","218","18","4","125","75","532","357","8","7","2,366","1,690","43","27","31","68","286","202","3,891","2,648","0","6,539","4",
"Lincoln Christian University","","","","","","","","","","","","","","","","",
"Undergraduate","29","24","4","3","2","3","13","10","0","0","295","257","1","1","4","3","11","13","359","314","0","673","1",
"Graduate","15","10","1","1","2","4","3","6","0","1","112","209","0","0","11","7","6","5","150","243","0","393","2",
"Total","44","34","5","4","4","7","16","16","0","1","407","466","1","1","15","10","17","18","509","557","0","1,066","4",
"Lincoln College","","","","","","","","","","","","","","","","",
"Undergraduate","215","201","4","2","4","2","34","27","0","0","409","258","19","9","3","8","20","17","708","524","0","1,232","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","215","201","4","2","4","2","34","27","0","0","409","258","19","9","3","8","20","17","708","524","0","1,232","4",
"Loyola University of Chicago","","","","","","","","","","","","","","","","",
"Undergraduate","244","109","10","4","611","374","707","434","8","4","3,874","2,227","327","177","139","115","223","136","6,143","3,580","0","9,723","1",
"Graduate","417","131","3","2","185","123","276","136","3","2","2,378","1,415","71","33","252","148","265","157","3,850","2,147","0","5,997","2",
"Total","661","240","13","6","796","497","983","570","11","6","6,252","3,642","398","210","391","263","488","293","9,993","5,727","0","15,720","4",
"Lutheran School of Theology at Chicago","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","12","12","1","1","2","2","4","9","0","0","87","83","0","0","15","28","1","0","122","135","0","257","2",
"Total","12","12","1","1","2","2","4","9","0","0","87","83","0","0","15","28","1","0","122","135","0","257","4",
"MacCormac College","","","","","","","","","","","","","","","","",
"Undergraduate","80","20","0","0","3","0","19","4","0","0","56","11","1","0","0","0","0","0","159","35","0","194","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","80","20","0","0","3","0","19","4","0","0","56","11","1","0","0","0","0","0","159","35","0","194","4",
"MacMurray College","","","","","","","","","","","","","","","","",
"Undergraduate","30","57","1","1","2","0","13","16","0","0","306","153","8","9","0","0","17","12","377","248","0","625","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","30","57","1","1","2","0","13","16","0","0","306","153","8","9","0","0","17","12","377","248","0","625","4",
"McCormick Theological Seminary","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","37","29","0","0","4","5","7","7","0","0","40","30","6","1","5","19","8","9","107","100","0","207","2",
"Total","37","29","0","0","4","5","7","7","0","0","40","30","6","1","5","19","8","9","107","100","0","207","4",
"McKendree University","","","","","","","","","","","","","","","","",
"Undergraduate","148","180","9","6","15","13","25","41","9","5","916","662","9","3","6","33","89","71","1,226","1,014","0","2,240","1",
"Graduate","53","30","1","0","4","5","13","12","1","1","472","166","0","0","1","0","29","8","574","222","0","796","2",
"Total","201","210","10","6","19","18","38","53","10","6","1,388","828","9","3","7","33","118","79","1,800","1,236","0","3,036","4",
"Meadville - Lombard Theo. School","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","4","1","1","1","0","0","1","2","0","0","51","36","0","0","4","1","16","12","77","53","0","130","2",
"Total","4","1","1","1","0","0","1","2","0","0","51","36","0","0","4","1","16","12","77","53","0","130","4",
"Methodist College","","","","","","","","","","","","","","","","",
"Undergraduate","34","3","1","0","7","5","10","3","0","0","385","47","0","0","0","0","30","3","467","61","0","528","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","34","3","1","0","7","5","10","3","0","0","385","47","0","0","0","0","30","3","467","61","0","528","4",
"Midwestern University","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","17","10","1","1","354","271","38","35","8","3","965","711","17","25","18","19","36","18","1,454","1,093","0","2,547","2",
"Total","17","10","1","1","354","271","38","35","8","3","965","711","17","25","18","19","36","18","1,454","1,093","0","2,547","4",
"Millikin University","","","","","","","","","","","","","","","","",
"Undergraduate","160","103","3","4","9","10","64","46","3","1","1,042","712","38","30","16","17","3","3","1,338","926","0","2,264","1",
"Graduate","3","1","0","0","0","1","1","1","0","0","46","30","0","0","0","0","0","0","50","33","0","83","2",
"Total","163","104","3","4","9","11","65","47","3","1","1,088","742","38","30","16","17","3","3","1,388","959","0","2,347","4",
"Monmouth College","","","","","","","","","","","","","","","","",
"Undergraduate","92","71","6","6","4","3","65","41","2","2","457","414","6","4","4","6","28","27","664","574","0","1,238","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","92","71","6","6","4","3","65","41","2","2","457","414","6","4","4","6","28","27","664","574","0","1,238","4",
"Morrison Institute of Technology","","","","","","","","","","","","","","","","",
"Undergraduate","0","2","0","0","1","0","0","4","0","0","5","70","0","0","0","0","0","0","6","76","0","82","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","0","2","0","0","1","0","0","4","0","0","5","70","0","0","0","0","0","0","6","76","0","82","4",
"Morthland College","","","","","","","","","","","","","","","","",
"Undergraduate","1","4","0","0","0","0","0","0","0","0","13","25","0","0","0","0","0","0","14","29","0","43","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","1","4","0","0","0","0","0","0","0","0","13","25","0","0","0","0","0","0","14","29","0","43","4",
"National College of Naprapathic Medicine","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","4","1","0","0","1","0","1","3","0","0","8","7","0","0","0","1","0","0","14","12","0","26","2",
"Total","4","1","0","0","1","0","1","3","0","0","8","7","0","0","0","1","0","0","14","12","0","26","4",
"National Louis University","","","","","","","","","","","","","","","","",
"Undergraduate","450","93","4","0","18","10","226","44","5","3","238","118","8","3","27","8","62","24","1,038","303","0","1,341","1",
"Graduate","502","89","6","2","60","18","281","67","10","5","1,752","437","17","8","5","3","397","81","3,030","710","0","3,740","2",
"Total","952","182","10","2","78","28","507","111","15","8","1,990","555","25","11","32","11","459","105","4,068","1,013","0","5,081","4",
"North Central College","","","","","","","","","","","","","","","","",
"Undergraduate","51","54","3","2","32","27","123","83","2","1","1,236","903","40","26","17","11","70","74","1,574","1,181","0","2,755","1",
"Graduate","9","7","0","0","7","5","8","8","0","0","114","104","1","2","3","2","5","12","147","140","0","287","2",
"Total","60","61","3","2","39","32","131","91","2","1","1,350","1,007","41","28","20","13","75","86","1,721","1,321","0","3,042","4",
"North Park University","","","","","","","","","","","","","","","","",
"Undergraduate","123","67","4","2","83","29","225","118","7","2","714","460","36","23","50","52","154","54","1,396","807","0","2,203","1",
"Graduate","61","31","4","0","57","14","40","22","2","2","262","167","2","0","9","16","167","82","604","334","0","938","2",
"Total","184","98","8","2","140","43","265","140","9","4","976","627","38","23","59","68","321","136","2,000","1,141","0","3,141","4",
"Northern Baptist Theo. Seminary","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","27","45","0","0","0","6","3","5","0","0","44","66","0","2","1","3","0","0","75","127","0","202","2",
"Total","27","45","0","0","0","6","3","5","0","0","44","66","0","2","1","3","0","0","75","127","0","202","4",
"NorthShore University HealthSystem School of Nurse Anesthesia","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","1","1","0","0","3","1","3","0","0","0","36","14","0","0","0","0","0","1","43","17","0","60","2",
"Total","1","1","0","0","3","1","3","0","0","0","36","14","0","0","0","0","0","1","43","17","0","60","4",
"Northwestern University","","","","","","","","","","","","","","","","",
"Undergraduate","319","194","4","6","783","846","410","338","1","2","2,625","2,521","212","169","259","311","204","172","4,817","4,559","0","9,376","1",
"Graduate","300","243","9","9","606","607","286","307","3","10","2,540","3,112","98","93","865","1,457","603","691","5,310","6,529","0","11,839","2",
"Total","619","437","13","15","1,389","1,453","696","645","4","12","5,165","5,633","310","262","1,124","1,768","807","863","10,127","11,088","0","21,215","4",
"Principia College","","","","","","","","","","","","","","","","",
"Undergraduate","3","4","0","0","2","0","0","0","0","1","194","138","6","9","34","41","32","28","271","221","0","492","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","3","4","0","0","2","0","0","0","0","1","194","138","6","9","34","41","32","28","271","221","0","492","4",
"Quincy University","","","","","","","","","","","","","","","","",
"Undergraduate","54","71","8","6","6","6","11","4","0","4","460","331","12","6","0","4","160","83","711","515","0","1,226","1",
"Graduate","49","13","0","1","6","0","6","9","0","0","117","39","0","0","0","0","127","39","305","101","0","406","2",
"Total","103","84","8","7","12","6","17","13","0","4","577","370","12","6","0","4","287","122","1,016","616","0","1,632","4",
"Realtor University","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","3","2","0","0","1","1","3","5","1","1","21","6","0","0","0","0","2","0","31","15","0","46","2",
"Total","3","2","0","0","1","1","3","5","1","1","21","6","0","0","0","0","2","0","31","15","0","46","4",
"Robert Morris University-Illinois","","","","","","","","","","","","","","","","",
"Undergraduate","635","419","9","3","33","47","434","318","4","6","551","652","20","16","23","19","20","21","1,729","1,501","0","3,230","1",
"Graduate","142","52","1","3","9","20","46","28","0","1","115","114","1","0","14","15","3","8","331","241","0","572","2",
"Total","777","471","10","6","42","67","480","346","4","7","666","766","21","16","37","34","23","29","2,060","1,742","0","3,802","4",
"Roosevelt University","","","","","","","","","","","","","","","","",
"Undergraduate","575","224","4","5","122","76","421","202","8","0","1,098","735","96","48","44","60","50","27","2,418","1,377","0","3,795","1",
"Graduate","446","133","3","0","131","73","155","74","1","0","811","433","42","10","113","56","45","22","1,747","801","0","2,548","2",
"Total","1,021","357","7","5","253","149","576","276","9","0","1,909","1,168","138","58","157","116","95","49","4,165","2,178","0","6,343","4",
"Rosalind Franklin University of Medicine &amp; Science","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","57","34","4","4","232","214","36","21","0","0","624","442","30","27","25","16","155","163","1,163","921","0","2,084","2",
"Total","57","34","4","4","232","214","36","21","0","0","624","442","30","27","25","16","155","163","1,163","921","0","2,084","4",
"Rush University","","","","","","","","","","","","","","","","",
"Undergraduate","10","4","1","0","14","12","11","3","0","0","41","10","0","0","0","0","1","1","78","30","0","108","1",
"Graduate","93","33","4","1","186","99","108","41","3","6","1,080","365","18","5","0","0","37","19","1,529","569","0","2,098","2",
"Total","103","37","5","1","200","111","119","44","3","6","1,121","375","18","5","0","0","38","20","1,607","599","0","2,206","4",
"School of the Art Inst. Chicago","","","","","","","","","","","","","","","","",
"Undergraduate","53","42","13","3","237","72","98","57","3","3","902","450","44","21","439","121","46","18","1,835","787","0","2,622","1",
"Graduate","18","6","1","2","26","8","15","6","2","1","269","130","19","15","118","38","4","3","472","209","0","681","2",
"Total","71","48","14","5","263","80","113","63","5","4","1,171","580","63","36","557","159","50","21","2,307","996","0","3,303","4",
"Shimer College","","","","","","","","","","","","","","","","",
"Undergraduate","0","1","0","0","4","2","6","6","0","0","34","48","1","4","0","0","4","2","49","63","0","112","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","0","1","0","0","4","2","6","6","0","0","34","48","1","4","0","0","4","2","49","63","0","112","4",
"Spertus Institute for Jewish Learning and Leadership","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","83","19","0","0","1","2","9","5","0","0","116","72","0","0","0","0","0","0","209","98","0","307","2",
"Total","83","19","0","0","1","2","9","5","0","0","116","72","0","0","0","0","0","0","209","98","0","307","4",
"St. Augustine College","","","","","","","","","","","","","","","","",
"Undergraduate","38","13","3","0","13","29","1,157","275","1","1","16","6","2","1","25","12","44","18","1,299","355","0","1,654","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","38","13","3","0","13","29","1,157","275","1","1","16","6","2","1","25","12","44","18","1,299","355","0","1,654","4",
"St. Francis Medical Center College of Nursing","","","","","","","","","","","","","","","","",
"Undergraduate","17","2","1","0","8","0","13","2","2","0","316","40","0","0","0","1","0","0","357","45","0","402","1",
"Graduate","9","0","0","0","2","0","7","1","0","1","204","12","0","0","0","0","0","0","222","14","0","236","2",
"Total","26","2","1","0","10","0","20","3","2","1","520","52","0","0","0","1","0","0","579","59","0","638","4",
"St. Johns College","","","","","","","","","","","","","","","","",
"Undergraduate","2","0","0","0","0","0","1","0","1","0","94","20","0","0","0","1","0","0","98","21","0","119","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","2","0","0","0","0","0","1","0","1","0","94","20","0","0","0","1","0","0","98","21","0","119","4",
"St. Sava Serb. Orth. Sch. Theo.","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","0","0","0","30","0","30","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","0","0","0","30","0","30","4",
"St. Xavier University","","","","","","","","","","","","","","","","",
"Undergraduate","353","114","6","0","45","26","361","171","0","0","1,015","515","39","11","2","7","115","63","1,936","907","0","2,843","1",
"Graduate","229","61","9","0","27","11","79","44","3","0","715","233","16","8","7","1","76","22","1,161","380","0","1,541","2",
"Total","582","175","15","0","72","37","440","215","3","0","1,730","748","55","19","9","8","191","85","3,097","1,287","0","4,384","4",
"Telshe Yeshiva","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","72","0","0","0","3","0","0","0","75","0","75","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","14","0","0","0","0","0","0","0","14","0","14","2",
"Total","0","0","0","0","0","0","0","0","0","0","0","86","0","0","0","3","0","0","0","89","0","89","4",
