"InstrLevel","AfAmF","AfAmM","AIANF","AIANM","AsianF","AsianM","HispF","HispM","NHOPIF","NHOPIM","WhF","WhM","MultF","MultM","NRAF","NRAM","UnkF","UnkM","AllF","AllM","GenderNoneTotal","AllTotal","SortNum",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","33","27","5","5","27","24","47","39","6","4","1,172","848","26","10","13","18","132","96","1,461","1,071","0","2,532","4",
"Aurora University","","","","","","","","","","","","","","","","",
"Undergraduate","146","78","3","3","51","23","246","129","3","0","1,210","658","8","8","0","1","37","28","1,704","928","0","2,632","1",
"Graduate","101","26","5","3","13","11","112","39","0","0","1,018","384","0","0","0","0","64","29","1,313","492","0","1,805","2",
"Total","247","104","8","6","64","34","358","168","3","0","2,228","1,042","8","8","0","1","101","57","3,017","1,420","0","4,437","4",
"Benedictine University","","","","","","","","","","","","","","","","",
"Undergraduate","248","117","5","4","285","202","153","106","5","6","727","528","3","1","26","27","771","517","2,223","1,508","0","3,731","1",
"Graduate","331","95","4","5","92","48","71","28","3","0","1,029","333","0","0","35","28","625","434","2,190","971","0","3,161","2",
"Total","579","212","9","9","377","250","224","134","8","6","1,756","861","3","1","61","55","1,396","951","4,413","2,479","0","6,892","4",
"Bexley Hall Seabury Western Theological Seminary Federation","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","1","1","0","0","0","1","0","1","0","0","19","20","0","0","1","2","0","0","21","25","0","46","2",
"Total","1","1","0","0","0","1","0","1","0","0","19","20","0","0","1","2","0","0","21","25","0","46","4",
"Blackburn College","","","","","","","","","","","","","","","","",
"Undergraduate","31","24","0","2","0","1","3","2","0","0","314","208","7","4","0","0","2","0","357","241","0","598","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","31","24","0","2","0","1","3","2","0","0","314","208","7","4","0","0","2","0","357","241","0","598","4",
"Blessing-Rieman College of Nursing","","","","","","","","","","","","","","","","",
"Undergraduate","13","2","0","0","3","1","2","0","0","0","210","22","0","0","0","0","0","0","228","25","0","253","1",
"Graduate","0","0","0","0","1","0","0","0","0","0","7","0","0","0","0","0","0","0","8","0","0","8","2",
"Total","13","2","0","0","4","1","2","0","0","0","217","22","0","0","0","0","0","0","236","25","0","261","4",
"Bradley University","","","","","","","","","","","","","","","","",
"Undergraduate","231","97","7","6","70","86","71","56","2","3","1,749","1,662","118","81","16","18","451","343","2,715","2,352","0","5,067","1",
"Graduate","16","7","2","2","7","10","2","4","0","1","254","166","7","1","67","133","37","30","392","354","0","746","2",
"Total","247","104","9","8","77","96","73","60","2","4","2,003","1,828","125","82","83","151","488","373","3,107","2,706","0","5,813","4",
"Catholic Theological Union","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","14","9","0","0","4","37","13","27","0","0","88","102","0","0","35","63","35","33","189","271","0","460","2",
"Total","14","9","0","0","4","37","13","27","0","0","88","102","0","0","35","63","35","33","189","271","0","460","4",
"Center for Psychoanalytic Study","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","0","2","0","0","2","1","0","0","0","0","3","2","0","0","0","0","0","0","5","5","0","10","2",
"Total","0","2","0","0","2","1","0","0","0","0","3","2","0","0","0","0","0","0","5","5","0","10","4",
"Chicago Theological Seminary","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","33","22","0","0","1","4","2","3","0","0","62","60","3","2","3","30","0","0","104","121","0","225","2",
"Total","33","22","0","0","1","4","2","3","0","0","62","60","3","2","3","30","0","0","104","121","0","225","4",
"Christian Life College","","","","","","","","","","","","","","","","",
"Undergraduate","2","2","0","0","0","5","2","4","0","0","6","5","2","0","6","6","0","0","18","22","0","40","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","2","2","0","0","0","5","2","4","0","0","6","5","2","0","6","6","0","0","18","22","0","40","4",
"Columbia College Chicago","","","","","","","","","","","","","","","","",
"Undergraduate","1,057","768","24","15","156","126","714","614","14","20","3,683","3,518","211","144","86","65","100","87","6,045","5,357","0","11,402","1",
"Graduate","54","15","3","1","9","4","21","16","0","1","219","108","2","4","19","7","15","24","342","180","0","522","2",
"Total","1,111","783","27","16","165","130","735","630","14","21","3,902","3,626","213","148","105","72","115","111","6,387","5,537","0","11,924","4",
"Concordia University Chicago","","","","","","","","","","","","","","","","",
"Undergraduate","92","86","1","0","6","9","111","68","0","1","486","374","13","8","9","3","61","48","779","597","0","1,376","1",
"Graduate","497","119","4","0","46","17","282","70","3","3","1,980","617","31","3","9","2","121","43","2,973","874","0","3,847","2",
"Total","589","205","5","0","52","26","393","138","3","4","2,466","991","44","11","18","5","182","91","3,752","1,471","0","5,223","4",
"DePaul University","","","","","","","","","","","","","","","","",
"Undergraduate","896","491","20","12","534","690","1,437","928","37","32","4,777","4,116","220","154","113","135","774","686","8,808","7,244","0","16,052","1",
"Graduate","571","295","5","3","277","307","339","277","12","6","2,499","2,513","81","43","338","378","544","605","4,666","4,427","0","9,093","2",
"Total","1,467","786","25","15","811","997","1,776","1,205","49","38","7,276","6,629","301","197","451","513","1,318","1,291","13,474","11,671","0","25,145","4",
"Dominican University","","","","","","","","","","","","","","","","",
"Undergraduate","116","40","3","2","41","23","372","176","1","1","699","337","16","3","9","29","45","26","1,302","637","0","1,939","1",
"Graduate","112","25","5","1","42","24","127","32","1","0","948","258","12","2","9","24","127","60","1,383","426","0","1,809","2",
"Total","228","65","8","3","83","47","499","208","2","1","1,647","595","28","5","18","53","172","86","2,685","1,063","0","3,748","4",
"East-West University","","","","","","","","","","","","","","","","",
"Undergraduate","369","245","2","0","15","24","97","60","1","1","27","21","4","4","26","65","9","4","550","424","0","974","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","369","245","2","0","15","24","97","60","1","1","27","21","4","4","26","65","9","4","550","424","0","974","4",
"Ellis University","","","","","","","","","","","","","","","","",
"Undergraduate","168","25","12","2","34","13","122","12","6","2","598","125","54","17","3","0","0","0","997","196","0","1,193","1",
"Graduate","20","16","1","1","2","13","6","6","0","0","31","40","4","5","0","0","0","0","64","81","0","145","2",
"Total","188","41","13","3","36","26","128","18","6","2","629","165","58","22","3","0","0","0","1,061","277","0","1,338","4",
"Elmhurst College","","","","","","","","","","","","","","","","",
"Undergraduate","56","47","7","8","74","43","149","84","4","1","1,535","914","27","21","29","12","72","62","1,953","1,192","0","3,145","1",
"Graduate","11","6","0","0","14","5","7","7","0","0","132","81","2","0","0","1","10","9","176","109","0","285","2",
"Total","67","53","7","8","88","48","156","91","4","1","1,667","995","29","21","29","13","82","71","2,129","1,301","0","3,430","4",
"Erikson Institute","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","40","0","1","0","4","1","26","0","0","0","179","6","0","0","4","1","14","1","268","9","0","277","2",
"Total","40","0","1","0","4","1","26","0","0","0","179","6","0","0","4","1","14","1","268","9","0","277","4",
"Eureka College","","","","","","","","","","","","","","","","",
"Undergraduate","10","15","2","1","3","3","10","6","1","0","396","292","4","3","0","2","18","16","444","338","0","782","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","10","15","2","1","3","3","10","6","1","0","396","292","4","3","0","2","18","16","444","338","0","782","4",
"Garrett - Evangelical Theological Seminary","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","33","25","0","0","7","9","4","3","0","1","80","58","4","1","18","30","40","36","186","163","0","349","2",
"Total","33","25","0","0","7","9","4","3","0","1","80","58","4","1","18","30","40","36","186","163","0","349","4",
"Greenville University","","","","","","","","","","","","","","","","",
"Undergraduate","37","81","1","3","5","7","17","20","0","0","547","491","2","0","5","12","63","74","677","688","0","1,365","1",
"Graduate","5","1","3","0","0","0","2","0","0","0","132","67","0","0","0","0","22","8","164","76","0","240","2",
"Total","42","82","4","3","5","7","19","20","0","0","679","558","2","0","5","12","85","82","841","764","0","1,605","4",
"Hebrew Theological College","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","466","49","0","0","0","0","0","0","466","49","0","515","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","10","0","10","2",
"Total","0","0","0","0","0","0","0","0","0","0","466","59","0","0","0","0","0","0","466","59","0","525","4",
"Illinois College","","","","","","","","","","","","","","","","",
"Undergraduate","19","33","0","2","1","1","18","14","0","1","353","351","19","24","16","9","7","10","433","445","0","878","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","19","33","0","2","1","1","18","14","0","1","353","351","19","24","16","9","7","10","433","445","0","878","4",
"Illinois College of Optometry","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","15","3","0","0","114","58","16","5","0","0","213","132","6","2","51","25","0","0","415","225","0","640","2",
"Total","15","3","0","0","114","58","16","5","0","0","213","132","6","2","51","25","0","0","415","225","0","640","4",
"Illinois Institute of Technology","","","","","","","","","","","","","","","","",
"Undergraduate","57","84","5","9","109","195","60","168","10","15","292","842","4","10","181","329","69","163","787","1,815","0","2,602","1",
"Graduate","85","57","2","0","93","115","67","70","16","14","558","892","19","25","945","1,672","240","302","2,025","3,147","0","5,172","2",
"Total","142","141","7","9","202","310","127","238","26","29","850","1,734","23","35","1,126","2,001","309","465","2,812","4,962","0","7,774","4",
"Illinois Wesleyan University","","","","","","","","","","","","","","","","",
"Undergraduate","61","47","4","3","51","41","49","24","0","0","919","644","2","3","41","42","87","76","1,214","880","0","2,094","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","61","47","4","3","51","41","49","24","0","0","919","644","2","3","41","42","87","76","1,214","880","0","2,094","4",
"Institute for Clinical Social Work","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","12","3","0","1","2","2","2","0","0","0","68","8","0","0","0","0","0","0","84","14","0","98","2",
"Total","12","3","0","1","2","2","2","0","0","0","68","8","0","0","0","0","0","0","84","14","0","98","4",
"Judson University","","","","","","","","","","","","","","","","",
"Undergraduate","24","19","0","0","8","8","21","22","0","0","371","331","0","0","19","19","146","82","589","481","0","1,070","1",
"Graduate","4","4","0","0","0","1","6","1","0","0","37","32","0","0","2","2","14","5","63","45","0","108","2",
"Total","28","23","0","0","8","9","27","23","0","0","408","363","0","0","21","21","160","87","652","526","0","1,178","4",
"Knowledge Systems Institute","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","1","0","0","0","1","3","0","0","0","0","1","2","0","0","15","46","0","0","18","51","0","69","2",
"Total","1","0","0","0","1","3","0","0","0","0","1","2","0","0","15","46","0","0","18","51","0","69","4",
"Knox College","","","","","","","","","","","","","","","","",
"Undergraduate","40","27","1","0","33","37","45","42","0","0","536","362","25","20","62","39","80","43","822","570","0","1,392","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","40","27","1","0","33","37","45","42","0","0","536","362","25","20","62","39","80","43","822","570","0","1,392","4",
"Lake Forest College","","","","","","","","","","","","","","","","",
"Undergraduate","44","44","4","3","34","19","88","46","1","0","580","370","17","7","92","77","0","0","860","566","0","1,426","1",
"Graduate","0","0","0","0","0","0","0","1","0","0","8","6","0","0","1","1","0","0","9","8","0","17","2",
"Total","44","44","4","3","34","19","88","47","1","0","588","376","17","7","93","78","0","0","869","574","0","1,443","4",
"Lake Forest Graduate School of Mgmt.","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","24","10","1","3","25","62","5","9","2","2","139","194","9","9","0","0","101","139","306","428","0","734","2",
"Total","24","10","1","3","25","62","5","9","2","2","139","194","9","9","0","0","101","139","306","428","0","734","4",
"Lakeview College of Nursing","","","","","","","","","","","","","","","","",
"Undergraduate","32","4","5","1","14","2","8","2","2","0","185","25","0","0","0","0","1","2","247","36","0","283","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","32","4","5","1","14","2","8","2","2","0","185","25","0","0","0","0","1","2","247","36","0","283","4",
"Lewis University","","","","","","","","","","","","","","","","",
"Undergraduate","249","126","6","3","78","53","296","240","2","1","1,530","1,234","16","7","23","27","212","154","2,412","1,845","0","4,257","1",
"Graduate","243","79","2","1","27","22","82","50","1","2","826","365","5","1","8","16","91","61","1,285","597","0","1,882","2",
"Total","492","205","8","4","105","75","378","290","3","3","2,356","1,599","21","8","31","43","303","215","3,697","2,442","0","6,139","4",
"Lexington College","","","","","","","","","","","","","","","","",
"Undergraduate","12","0","0","0","1","0","15","0","1","0","20","0","4","0","2","0","0","0","55","0","0","55","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","12","0","0","0","1","0","15","0","1","0","20","0","4","0","2","0","0","0","55","0","0","55","4",
"Lincoln Christian University","","","","","","","","","","","","","","","","",
"Undergraduate","18","23","5","0","3","2","16","13","0","0","301","271","1","2","3","2","4","2","351","315","0","666","1",
"Graduate","12","5","1","0","0","1","1","7","0","1","115","245","0","0","5","0","3","1","137","260","0","397","2",
"Total","30","28","6","0","3","3","17","20","0","1","416","516","1","2","8","2","7","3","488","575","0","1,063","4",
"Lincoln College","","","","","","","","","","","","","","","","",
"Undergraduate","280","184","5","2","2","2","31","23","0","0","416","235","14","7","1","6","42","50","791","509","0","1,300","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","280","184","5","2","2","2","31","23","0","0","416","235","14","7","1","6","42","50","791","509","0","1,300","4",
"Loyola University of Chicago","","","","","","","","","","","","","","","","",
"Undergraduate","297","109","13","3","694","423","647","367","8","2","3,934","2,211","98","52","58","68","445","318","6,194","3,553","0","9,747","1",
"Graduate","393","100","7","3","175","129","243","129","4","1","2,559","1,530","43","20","156","118","365","229","3,945","2,259","0","6,204","2",
"Total","690","209","20","6","869","552","890","496","12","3","6,493","3,741","141","72","214","186","810","547","10,139","5,812","0","15,951","4",
"Lutheran School of Theology at Chicago","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","13","9","1","1","2","4","3","8","0","0","106","82","0","0","18","29","1","5","144","138","0","282","2",
"Total","13","9","1","1","2","4","3","8","0","0","106","82","0","0","18","29","1","5","144","138","0","282","4",
"MacCormac College","","","","","","","","","","","","","","","","",
"Undergraduate","72","9","2","0","3","0","12","2","0","0","49","6","0","0","2","3","2","0","142","20","0","162","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","72","9","2","0","3","0","12","2","0","0","49","6","0","0","2","3","2","0","142","20","0","162","4",
"MacMurray College","","","","","","","","","","","","","","","","",
"Undergraduate","12","50","1","0","3","0","8","6","0","0","283","120","8","9","0","0","15","13","330","198","0","528","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","12","50","1","0","3","0","8","6","0","0","283","120","8","9","0","0","15","13","330","198","0","528","4",
"McCormick Theological Seminary","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","47","25","0","0","5","10","7","5","0","0","52","30","9","5","13","24","5","9","138","108","0","246","2",
"Total","47","25","0","0","5","10","7","5","0","0","52","30","9","5","13","24","5","9","138","108","0","246","4",
"McKendree University","","","","","","","","","","","","","","","","",
"Undergraduate","156","162","3","3","22","9","22","37","2","1","1,026","736","0","1","8","29","71","59","1,310","1,037","0","2,347","1",
"Graduate","46","28","3","1","3","7","5","4","0","0","535","245","0","1","1","2","57","14","650","302","0","952","2",
"Total","202","190","6","4","25","16","27","41","2","1","1,561","981","0","2","9","31","128","73","1,960","1,339","0","3,299","4",
"Meadville - Lombard Theo. School","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","3","0","0","0","0","0","0","3","0","0","47","29","1","0","5","0","6","5","62","37","0","99","2",
"Total","3","0","0","0","0","0","0","3","0","0","47","29","1","0","5","0","6","5","62","37","0","99","4",
"Methodist College","","","","","","","","","","","","","","","","",
"Undergraduate","34","2","1","0","13","2","7","3","0","0","367","41","1","1","0","0","0","0","423","49","0","472","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","34","2","1","0","13","2","7","3","0","0","367","41","1","1","0","0","0","0","423","49","0","472","4",
"Midwestern University","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","19","4","1","4","290","228","40","25","6","8","883","553","15","17","8","9","10","11","1,272","859","0","2,131","2",
"Total","19","4","1","4","290","228","40","25","6","8","883","553","15","17","8","9","10","11","1,272","859","0","2,131","4",
"Millikin University","","","","","","","","","","","","","","","","",
"Undergraduate","141","101","4","5","9","6","58","51","2","2","1,142","692","29","22","15","6","4","6","1,404","891","0","2,295","1",
"Graduate","2","0","0","0","0","0","0","0","0","0","21","8","1","0","0","0","0","1","24","9","0","33","2",
"Total","143","101","4","5","9","6","58","51","2","2","1,163","700","30","22","15","6","4","7","1,428","900","0","2,328","4",
"Moody Bible Institute","","","","","","","","","","","","","","","","",
"Undergraduate","27","54","3","5","33","47","50","62","0","0","723","885","15","15","46","91","92","113","989","1,272","0","2,261","1",
"Graduate","23","25","0","0","11","23","9","8","0","0","75","167","4","5","26","34","14","25","162","287","0","449","2",
"Total","50","79","3","5","44","70","59","70","0","0","798","1,052","19","20","72","125","106","138","1,151","1,559","0","2,710","4",
"Morrison Institute of Technology","","","","","","","","","","","","","","","","",
"Undergraduate","1","2","0","0","0","1","0","6","0","0","6","86","0","0","0","0","0","0","7","95","0","102","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","1","2","0","0","0","1","0","6","0","0","6","86","0","0","0","0","0","0","7","95","0","102","4",
"National College of Naprapathic Medicine","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","4","1","0","0","0","1","2","1","0","0","3","5","0","0","0","1","0","0","9","9","0","18","2",
"Total","4","1","0","0","0","1","2","1","0","0","3","5","0","0","0","1","0","0","9","9","0","18","4",
"National Louis University","","","","","","","","","","","","","","","","",
"Undergraduate","300","66","5","1","15","19","140","43","3","2","287","132","10","7","3","0","325","122","1,088","392","0","1,480","1",
"Graduate","333","70","2","1","79","14","296","58","7","0","1,731","486","33","14","4","2","1,253","291","3,738","936","0","4,674","2",
"Total","633","136","7","2","94","33","436","101","10","2","2,018","618","43","21","7","2","1,578","413","4,826","1,328","0","6,154","4",
"National University of Health Sciences","","","","","","","","","","","","","","","","",
"Undergraduate","9","6","0","0","7","8","11","3","0","0","69","45","4","0","0","0","1","3","101","65","0","166","1",
"Graduate","46","13","0","0","42","38","21","18","0","1","242","262","4","4","12","10","12","19","379","365","0","744","2",
"Total","55","19","0","0","49","46","32","21","0","1","311","307","8","4","12","10","13","22","480","430","0","910","4",
"North Central College","","","","","","","","","","","","","","","","",
"Undergraduate","39","47","3","2","48","30","79","71","0","0","1,133","887","18","10","18","12","95","114","1,433","1,173","0","2,606","1",
"Graduate","6","6","0","2","5","3","7","8","0","0","122","99","1","0","4","6","12","15","157","139","0","296","2",
"Total","45","53","3","4","53","33","86","79","0","0","1,255","986","19","10","22","18","107","129","1,590","1,312","0","2,902","4",
"North Park University","","","","","","","","","","","","","","","","",
"Undergraduate","121","85","2","2","90","35","164","103","8","4","763","496","5","3","45","40","169","90","1,367","858","0","2,225","1",
"Graduate","69","28","5","4","68","15","43","23","2","1","331","187","0","0","11","6","155","57","684","321","0","1,005","2",
"Total","190","113","7","6","158","50","207","126","10","5","1,094","683","5","3","56","46","324","147","2,051","1,179","0","3,230","4",
"Northern Baptist Theo. Seminary","","","","","","","","","","","","","","","","",
"Undergraduate","4","1","0","0","0","1","1","0","0","0","1","1","0","0","0","0","0","0","6","3","0","9","1",
"Graduate","22","28","0","0","1","6","3","2","0","0","40","51","0","0","0","4","0","0","66","91","0","157","2",
"Total","26","29","0","0","1","7","4","2","0","0","41","52","0","0","0","4","0","0","72","94","0","166","4",
"NorthShore University HealthSystem School of Nurse Anesthesia","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","1","0","0","0","9","0","4","0","0","0","42","12","0","0","0","0","0","0","56","12","0","68","2",
"Total","1","0","0","0","9","0","4","0","0","0","42","12","0","0","0","0","0","0","56","12","0","68","4",
"Northwestern University","","","","","","","","","","","","","","","","",
"Undergraduate","309","185","8","7","886","885","375","299","1","4","2,659","2,478","113","65","238","258","414","351","5,003","4,532","0","9,535","1",
"Graduate","281","194","7","11","531","586","246","241","3","2","2,380","2,721","46","36","776","1,334","671","880","4,941","6,005","0","10,946","2",
"Total","590","379","15","18","1,417","1,471","621","540","4","6","5,039","5,199","159","101","1,014","1,592","1,085","1,231","9,944","10,537","0","20,481","4",
"Olivet Nazarene University","","","","","","","","","","","","","","","","",
"Undergraduate","224","129","4","6","23","17","79","41","2","0","1,606","977","1","1","7","9","15","2","1,961","1,182","0","3,143","1",
"Graduate","86","28","2","1","6","2","20","16","0","0","861","333","0","0","1","0","41","10","1,017","390","0","1,407","2",
"Total","310","157","6","7","29","19","99","57","2","0","2,467","1,310","1","1","8","9","56","12","2,978","1,572","0","4,550","4",
"Principia College","","","","","","","","","","","","","","","","",
"Undergraduate","3","3","0","1","1","0","11","5","0","0","193","157","3","14","36","51","32","22","279","253","0","532","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","3","3","0","1","1","0","11","5","0","0","193","157","3","14","36","51","32","22","279","253","0","532","4",
"Quincy University","","","","","","","","","","","","","","","","",
"Undergraduate","58","82","1","7","3","6","24","8","0","1","510","332","2","8","2","6","136","83","736","533","0","1,269","1",
"Graduate","44","11","0","0","6","0","24","23","0","0","78","51","2","2","0","0","304","93","458","180","0","638","2",
"Total","102","93","1","7","9","6","48","31","0","1","588","383","4","10","2","6","440","176","1,194","713","0","1,907","4",
"Resurrection University","","","","","","","","","","","","","","","","",
"Undergraduate","28","4","0","0","24","12","20","3","4","0","93","12","31","2","0","0","2","1","202","34","0","236","1",
"Graduate","10","1","1","0","3","2","3","2","1","0","12","0","2","1","0","0","1","0","33","6","0","39","2",
"Total","38","5","1","0","27","14","23","5","5","0","105","12","33","3","0","0","3","1","235","40","0","275","4",
"Robert Morris University-Illinois","","","","","","","","","","","","","","","","",
"Undergraduate","894","426","4","3","46","46","598","397","5","10","719","773","18","15","17","11","50","39","2,351","1,720","0","4,071","1",
"Graduate","119","51","1","0","11","10","47","26","1","1","94","89","0","0","9","14","7","7","289","198","0","487","2",
"Total","1,013","477","5","3","57","56","645","423","6","11","813","862","18","15","26","25","57","46","2,640","1,918","0","4,558","4",
"Rockford University","","","","","","","","","","","","","","","","",
"Undergraduate","43","36","0","0","12","3","38","25","0","2","438","246","8","4","7","4","48","43","594","363","0","957","1",
"Graduate","6","5","1","0","5","4","21","6","0","0","173","93","3","1","1","2","96","50","306","161","0","467","2",
"Total","49","41","1","0","17","7","59","31","0","2","611","339","11","5","8","6","144","93","900","524","0","1,424","4",
"Roosevelt University","","","","","","","","","","","","","","","","",
"Undergraduate","617","187","4","2","130","73","411","185","3","1","1,167","732","94","48","56","54","93","62","2,575","1,344","0","3,919","1",
"Graduate","482","124","1","0","86","52","163","75","1","1","984","509","53","18","123","72","67","36","1,960","887","0","2,847","2",
"Total","1,099","311","5","2","216","125","574","260","4","2","2,151","1,241","147","66","179","126","160","98","4,535","2,231","0","6,766","4",
"Rosalind Franklin University of Medicine &amp; Science","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","33","17","1","2","102","99","10","11","0","0","361","328","16","10","80","63","424","380","1,027","910","0","1,937","2",
"Total","33","17","1","2","102","99","10","11","0","0","361","328","16","10","80","63","424","380","1,027","910","0","1,937","4",
"Rush University","","","","","","","","","","","","","","","","",
"Undergraduate","8","3","0","0","13","11","4","4","0","0","27","11","0","0","1","2","0","0","53","31","0","84","1",
"Graduate","66","22","3","1","179","97","67","33","2","3","962","299","23","4","32","23","15","3","1,349","485","0","1,834","2",
"Total","74","25","3","1","192","108","71","37","2","3","989","310","23","4","33","25","15","3","1,402","516","0","1,918","4",
"School of the Art Inst. Chicago","","","","","","","","","","","","","","","","",
"Undergraduate","56","32","10","3","210","89","120","82","2","3","942","502","24","2","339","102","44","21","1,747","836","0","2,583","1",
"Graduate","22","5","1","1","41","11","31","22","1","1","307","150","8","0","92","29","16","6","519","225","0","744","2",
"Total","78","37","11","4","251","100","151","104","3","4","1,249","652","32","2","431","131","60","27","2,266","1,061","0","3,327","4",
"Shimer College","","","","","","","","","","","","","","","","",
"Undergraduate","1","1","0","1","2","3","4","3","0","0","43","43","3","3","0","0","3","2","56","56","0","112","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","1","1","0","1","2","3","4","3","0","0","43","43","3","3","0","0","3","2","56","56","0","112","4",
"Spertus Institute for Jewish Learning and Leadership","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","91","18","0","0","0","2","3","3","0","0","123","68","0","0","0","0","11","3","228","94","0","322","2",
"Total","91","18","0","0","0","2","3","3","0","0","123","68","0","0","0","0","11","3","228","94","0","322","4",
"Springfield College in Illinois","","","","","","","","","","","","","","","","",
"Undergraduate","25","4","1","0","0","0","1","0","0","0","59","16","1","0","0","0","29","9","116","29","0","145","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","25","4","1","0","0","0","1","0","0","0","59","16","1","0","0","0","29","9","116","29","0","145","4",
"St. Anthony College of Nursing","","","","","","","","","","","","","","","","",
"Undergraduate","5","0","0","0","7","1","6","0","0","0","131","11","5","0","0","0","0","0","154","12","0","166","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","26","1","0","0","0","0","0","0","26","1","0","27","2",
