"InstrLevel","AfAmF","AfAmM","AIANF","AIANM","AsianF","AsianM","HispF","HispM","NHOPIF","NHOPIM","WhF","WhM","MultF","MultM","NRAF","NRAM","UnkF","UnkM","AllF","AllM","GenderNoneTotal","AllTotal","SortNum",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","20","4","0","0","13","14","934","243","0","0","5","5","0","2","28","9","75","26","1,075","303","0","1,378","4",
"St. Francis Medical Center College of Nursing","","","","","","","","","","","","","","","","",
"Undergraduate","11","1","0","0","7","1","12","1","0","0","314","35","4","0","3","0","3","0","354","38","0","392","1",
"Graduate","10","2","0","0","3","0","3","1","0","0","199","30","3","0","0","0","1","0","219","33","0","252","2",
"Total","21","3","0","0","10","1","15","2","0","0","513","65","7","0","3","0","4","0","573","71","0","644","4",
"St. Johns College","","","","","","","","","","","","","","","","",
"Undergraduate","3","0","1","0","0","1","0","0","0","0","103","22","2","0","0","0","4","0","113","23","0","136","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","3","0","1","0","0","1","0","0","0","0","103","22","2","0","0","0","4","0","113","23","0","136","4",
"St. Sava Serb. Orth. Sch. Theo.","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23","0","0","0","23","0","23","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23","0","0","0","23","0","23","4",
"St. Xavier University","","","","","","","","","","","","","","","","",
"Undergraduate","253","123","0","2","54","38","676","360","0","2","796","447","60","29","1","0","65","48","1,905","1,049","0","2,954","1",
"Graduate","120","41","1","0","27","9","64","26","0","0","370","163","14","5","12","20","57","13","665","277","0","942","2",
"Total","373","164","1","2","81","47","740","386","0","2","1,166","610","74","34","13","20","122","61","2,570","1,326","0","3,896","4",
"Telshe Yeshiva","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","70","0","0","0","0","0","0","0","70","0","70","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","12","0","0","0","0","0","0","0","12","0","12","2",
"Total","0","0","0","0","0","0","0","0","0","0","0","82","0","0","0","0","0","0","0","82","0","82","4",
"The Chicago Institute for Psychoanalysis","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","0","1","0","0","8","4","4","0","0","0","30","16","0","0","0","0","13","3","55","24","0","79","2",
"Total","0","1","0","0","8","4","4","0","0","0","30","16","0","0","0","0","13","3","55","24","0","79","4",
"The John Marshall Law School","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","106","52","0","3","40","33","67","50","1","0","258","321","14","14","27","36","24","33","537","542","0","1,079","2",
"Total","106","52","0","3","40","33","67","50","1","0","258","321","14","14","27","36","24","33","537","542","0","1,079","4",
"Toyota Technological Institute at Chicago","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","0","0","0","0","0","1","0","0","0","0","0","6","0","0","1","20","0","0","1","27","0","28","2",
"Total","0","0","0","0","0","1","0","0","0","0","0","6","0","0","1","20","0","0","1","27","0","28","4",
"Trinity Christian College","","","","","","","","","","","","","","","","",
"Undergraduate","74","31","3","1","11","2","109","30","1","0","501","278","14","4","53","39","30","12","796","397","0","1,193","1",
"Graduate","7","0","0","0","1","1","3","2","0","0","35","5","0","0","1","0","35","3","82","11","0","93","2",
"Total","81","31","3","1","12","3","112","32","1","0","536","283","14","4","54","39","65","15","878","408","0","1,286","4",
"Trinity College of Nursing &amp; Health Sciences","","","","","","","","","","","","","","","","",
"Undergraduate","9","2","0","0","5","1","11","2","0","0","156","21","12","0","0","0","3","0","196","26","0","222","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","5","0","0","5","2",
"Total","9","2","0","0","5","1","11","2","0","0","161","21","12","0","0","0","3","0","201","26","0","227","4",
"Trinity International University","","","","","","","","","","","","","","","","",
"Undergraduate","40","76","0","1","16","27","9","23","2","0","272","268","18","19","21","7","66","54","444","475","0","919","1",
"Graduate","59","54","1","2","39","117","13","12","0","0","201","523","5","15","35","102","45","105","398","930","0","1,328","2",
"Total","99","130","1","3","55","144","22","35","2","0","473","791","23","34","56","109","111","159","842","1,405","0","2,247","4",
"Univ. of St. Mary of the Lake","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","0","15","0","0","0","6","0","22","0","0","18","191","0","0","0","59","0","0","18","293","0","311","2",
"Total","0","15","0","0","0","6","0","22","0","0","18","191","0","0","0","59","0","0","18","293","0","311","4",
"University of Chicago","","","","","","","","","","","","","","","","",
"Undergraduate","202","118","5","5","580","495","315","340","0","2","1,183","1,417","150","117","324","452","193","178","2,952","3,124","0","6,076","1",
"Graduate","190","178","6","12","432","539","255","334","4","1","1,596","2,344","84","85","1,252","1,949","217","364","4,036","5,806","0","9,842","2",
"Total","392","296","11","17","1,012","1,034","570","674","4","3","2,779","3,761","234","202","1,576","2,401","410","542","6,988","8,930","0","15,918","4",
"University of St. Francis","","","","","","","","","","","","","","","","",
"Undergraduate","76","60","2","3","21","8","201","89","2","2","712","340","28","25","13","21","12","5","1,067","553","0","1,620","1",
"Graduate","189","36","3","0","52","13","158","44","4","2","1,367","303","23","5","7","16","15","7","1,818","426","0","2,244","2",
"Total","265","96","5","3","73","21","359","133","6","4","2,079","643","51","30","20","37","27","12","2,885","979","0","3,864","4",
"Urbana Theological Seminary","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","2","1","0","0","31","22","0","2","0","0","10","16","0","0","0","0","0","0","43","41","0","84","2",
"Total","2","1","0","0","31","22","0","2","0","0","10","16","0","0","0","0","0","0","43","41","0","84","4",
"VanderCook College of Music","","","","","","","","","","","","","","","","",
"Undergraduate","2","6","0","0","2","2","5","18","0","0","39","30","3","2","2","0","9","13","62","71","0","133","1",
"Graduate","5","2","1","0","2","0","0","0","0","0","95","56","2","6","0","1","4","3","109","68","0","177","2",
"Total","7","8","1","0","4","2","5","18","0","0","134","86","5","8","2","1","13","16","171","139","0","310","4",
"Wheaton College","","","","","","","","","","","","","","","","",
"Undergraduate","35","31","2","0","120","106","82","52","0","0","969","859","54","50","43","34","2","17","1,307","1,149","0","2,456","1",
"Graduate","15","4","1","0","16","12","12","4","0","0","139","95","8","4","23","25","54","33","268","177","0","445","2",
"Total","50","35","3","0","136","118","94","56","0","0","1,108","954","62","54","66","59","56","50","1,575","1,326","0","2,901","4",
" Total Enrollment at Independent NFP Institutions","","","","","","","","","","","","","","","","",
"Undergraduate","6,714","4,937","138","104","5,043","4,063","12,847","8,193","95","107","40,554","30,971","2,472","1,770","3,352","3,484","3,555","2,855","74,770","56,484","0","131,254","11",
"Graduate","5,038","2,240","98","48","3,621","3,246","3,739","2,289","65","44","24,891","17,209","897","615","5,529","7,817","3,771","2,493","47,649","36,001","0","83,650","12",
"Sector Total","11,752","7,177","236","152","8,664","7,309","16,586","10,482","160","151","65,445","48,180","3,369","2,385","8,881","11,301","7,326","5,348","122,419","92,485","0","214,904","14",
" Independent For-Profit Institutions:","","","","","","","","","","","","","","","","",
"Ambria College of Nursing","","","","","","","","","","","","","","","","",
"Undergraduate","68","9","4","4","73","16","60","3","7","3","100","15","2","1","0","0","1","0","315","51","0","366","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","68","9","4","4","73","16","60","3","7","3","100","15","2","1","0","0","1","0","315","51","0","366","4",
"American InterContinental University","","","","","","","","","","","","","","","","",
"Undergraduate","2,481","1,080","61","30","21","22","230","111","25","17","1,978","1,006","245","108","1","0","1,074","558","6,116","2,932","0","9,048","1",
"Graduate","349","122","2","6","12","8","34","15","1","0","190","113","33","12","0","0","95","51","716","327","0","1,043","2",
"Total","2,830","1,202","63","36","33","30","264","126","26","17","2,168","1,119","278","120","1","0","1,169","609","6,832","3,259","0","10,091","4",
"Chamberlain University","","","","","","","","","","","","","","","","",
"Undergraduate","1,512","136","31","3","759","192","1,539","200","46","12","7,935","735","97","8","40","6","2,386","227","14,345","1,519","0","15,864","1",
"Graduate","1,464","106","29","1","527","72","738","125","38","6","4,774","536","74","8","11","1","1,062","133","8,717","988","0","9,705","2",
"Total","2,976","242","60","4","1,286","264","2,277","325","84","18","12,709","1,271","171","16","51","7","3,448","360","23,062","2,507","0","25,569","4",
"Coyne College","","","","","","","","","","","","","","","","",
"Undergraduate","71","121","0","0","5","10","37","126","1","0","4","41","6","14","0","0","0","3","124","315","0","439","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","71","121","0","0","5","10","37","126","1","0","4","41","6","14","0","0","0","3","124","315","0","439","4",
"DeVry University (Closed)","","","","","","","","","","","","","","","","",
"Undergraduate","1,846","881","41","23","255","335","1,135","903","32","20","3,807","2,981","112","62","84","64","1,287","603","8,599","5,872","0","14,471","1",
"Graduate","912","404","13","7","153","163","281","189","10","11","1,000","820","31","17","103","159","395","201","2,898","1,971","0","4,869","2",
"Total","2,758","1,285","54","30","408","498","1,416","1,092","42","31","4,807","3,801","143","79","187","223","1,682","804","11,497","7,843","0","19,340","4",
"Fox College","","","","","","","","","","","","","","","","",
"Undergraduate","36","11","0","0","9","10","95","16","2","1","162","28","4","0","0","0","0","0","308","66","0","374","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","36","11","0","0","9","10","95","16","2","1","162","28","4","0","0","0","0","0","308","66","0","374","4",
"Harrington College of Design","","","","","","","","","","","","","","","","",
"Undergraduate","1","1","0","0","1","0","0","0","0","0","2","0","0","0","0","0","1","1","5","2","0","7","1",
"Graduate","3","0","0","0","1","0","0","0","0","0","6","1","0","0","0","0","12","3","22","4","0","26","2",
"Total","4","1","0","0","2","0","0","0","0","0","8","1","0","0","0","0","13","4","27","6","0","33","4",
"Kendall College","","","","","","","","","","","","","","","","",
"Undergraduate","175","21","2","1","22","15","153","40","3","2","381","119","13","6","134","97","11","5","894","306","0","1,200","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","175","21","2","1","22","15","153","40","3","2","381","119","13","6","134","97","11","5","894","306","0","1,200","4",
"Le Cordon Bleu College of Culinary Arts in Chicago","","","","","","","","","","","","","","","","",
"Undergraduate","84","67","0","1","7","5","8","2","1","0","40","36","2","3","0","0","86","76","228","190","0","418","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","84","67","0","1","7","5","8","2","1","0","40","36","2","3","0","0","86","76","228","190","0","418","4",
"Lincoln College of Technology","","","","","","","","","","","","","","","","",
"Undergraduate","50","112","1","0","2","16","127","252","1","1","10","70","4","6","0","0","0","4","195","461","0","656","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","50","112","1","0","2","16","127","252","1","1","10","70","4","6","0","0","0","4","195","461","0","656","4",
"Midstate College","","","","","","","","","","","","","","","","",
"Undergraduate","94","15","0","0","1","0","5","2","0","0","210","58","12","6","0","0","2","0","324","81","0","405","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","94","15","0","0","1","0","5","2","0","0","210","58","12","6","0","0","2","0","324","81","0","405","4",
"Midwestern Career College","","","","","","","","","","","","","","","","",
"Undergraduate","21","5","0","0","5","4","13","2","0","0","16","3","2","0","1","0","1","0","59","14","0","73","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","21","5","0","0","5","4","13","2","0","0","16","3","2","0","1","0","1","0","59","14","0","73","4",
"Northwestern College-Chicago","","","","","","","","","","","","","","","","",
"Undergraduate","77","22","5","0","6","1","49","13","0","0","47","11","16","4","0","1","10","0","210","52","0","262","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","77","22","5","0","6","1","49","13","0","0","47","11","16","4","0","1","10","0","210","52","0","262","4",
"Northwestern College-Southwest","","","","","","","","","","","","","","","","",
"Undergraduate","308","24","0","0","9","2","91","9","1","0","119","8","95","9","0","0","10","0","633","52","0","685","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","308","24","0","0","9","2","91","9","1","0","119","8","95","9","0","0","10","0","633","52","0","685","4",
"Sanford Brown College - Chicago","","","","","","","","","","","","","","","","",
"Undergraduate","11","3","0","0","0","0","1","0","0","1","1","2","0","0","0","0","9","2","22","8","0","30","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","11","3","0","0","0","0","1","0","0","1","1","2","0","0","0","0","9","2","22","8","0","30","4",
"Solex College","","","","","","","","","","","","","","","","",
"Undergraduate","1","1","0","0","2","8","2","4","0","3","10","14","0","0","0","0","0","0","15","30","0","45","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","1","1","0","0","2","8","2","4","0","3","10","14","0","0","0","0","0","0","15","30","0","45","4",
"Taylor Business Institute","","","","","","","","","","","","","","","","",
"Undergraduate","20","10","0","0","0","1","1","0","0","0","1","0","0","0","19","26","0","0","41","37","0","78","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","20","10","0","0","0","1","1","0","0","0","1","0","0","0","19","26","0","0","41","37","0","78","4",
"The Illinois Institute of Art-Chicago","","","","","","","","","","","","","","","","",
"Undergraduate","202","163","2","1","19","17","64","61","0","2","131","72","56","48","0","0","28","22","502","386","0","888","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","202","163","2","1","19","17","64","61","0","2","131","72","56","48","0","0","28","22","502","386","0","888","4",
"The Illinois Institute of Art-Schaumburg","","","","","","","","","","","","","","","","",
"Undergraduate","24","31","0","1","16","7","43","39","2","0","110","119","31","38","0","0","20","14","246","249","0","495","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","24","31","0","1","16","7","43","39","2","0","110","119","31","38","0","0","20","14","246","249","0","495","4",
"The Illinois Institute of Art-Tinley Park","","","","","","","","","","","","","","","","",
"Undergraduate","11","12","0","0","0","0","3","1","0","0","18","7","1","4","0","0","5","2","38","26","0","64","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","11","12","0","0","0","0","3","1","0","0","18","7","1","4","0","0","5","2","38","26","0","64","4",
"Vatterott College","","","","","","","","","","","","","","","","",
"Undergraduate","59","67","1","0","1","0","1","1","0","0","109","118","3","7","0","0","4","6","178","199","0","377","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","59","67","1","0","1","0","1","1","0","0","109","118","3","7","0","0","4","6","178","199","0","377","4",
"Worsham College of Mortuary Science","","","","","","","","","","","","","","","","",
"Undergraduate","10","9","0","0","1","0","6","0","0","0","37","29","0","0","0","0","0","0","54","38","0","92","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","10","9","0","0","1","0","6","0","0","0","37","29","0","0","0","0","0","0","54","38","0","92","4",
" Total Enrollment at Independent For-Profit Institutions","","","","","","","","","","","","","","","","",
"Undergraduate","7,162","2,801","148","64","1,214","661","3,663","1,785","121","62","15,228","5,472","701","324","279","194","4,935","1,523","33,451","12,886","0","46,337","11",
"Graduate","2,728","632","44","14","693","243","1,053","329","49","17","5,970","1,470","138","37","114","160","1,564","388","12,353","3,290","0","15,643","12",
"Sector Total","9,890","3,433","192","78","1,907","904","4,716","2,114","170","79","21,198","6,942","839","361","393","354","6,499","1,911","45,804","16,176","0","61,980","14",
" Out-of-State Institutions:","","","","","","","","","","","","","","","","",
"Argosy University-Chicago Campus","","","","","","","","","","","","","","","","",
"Undergraduate","96","29","2","0","2","1","23","4","0","0","12","5","0","0","1","0","2","1","138","40","0","178","1",
"Graduate","149","48","1","1","15","0","40","10","1","1","95","54","0","0","10","15","5","1","316","130","0","446","2",
"Total","245","77","3","1","17","1","63","14","1","1","107","59","0","0","11","15","7","2","454","170","0","624","4",
"Argosy University-Schaumburg Campus","","","","","","","","","","","","","","","","",
"Undergraduate","12","4","2","1","4","0","6","1","1","1","11","5","0","0","0","0","1","0","37","12","0","49","1",
"Graduate","17","3","0","0","11","1","11","1","0","0","94","29","0","0","1","2","3","0","137","36","0","173","2",
"Total","29","7","2","1","15","1","17","2","1","1","105","34","0","0","1","2","4","0","174","48","0","222","4",
"Calumet College of Saint Joseph (IN)","","","","","","","","","","","","","","","","",
"Undergraduate","12","30","0","0","0","1","11","33","0","0","8","72","0","0","0","0","0","0","31","136","0","167","1",
"Graduate","25","27","0","0","1","3","7","21","0","0","13","51","0","1","0","0","0","0","46","103","0","149","2",
"Total","37","57","0","0","1","4","18","54","0","0","21","123","0","1","0","0","0","0","77","239","0","316","4",
"Cardinal Stritch University","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","3","1","0","0","0","0","0","0","0","0","0","2","0","0","0","1","0","0","3","4","0","7","2",
"Total","3","1","0","0","0","0","0","0","0","0","0","2","0","0","0","1","0","0","3","4","0","7","4",
"Colorado Technical University (CO)","","","","","","","","","","","","","","","","",
"Undergraduate","90","34","0","0","2","1","9","3","1","0","38","43","7","5","0","0","27","13","174","99","0","273","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","90","34","0","0","2","1","9","3","1","0","38","43","7","5","0","0","27","13","174","99","0","273","4",
"Columbia College (MO)","","","","","","","","","","","","","","","","",
"Undergraduate","128","66","10","2","10","12","141","78","1","1","324","213","12","13","1","0","42","34","669","419","0","1,088","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","128","66","10","2","10","12","141","78","1","1","324","213","12","13","1","0","42","34","669","419","0","1,088","4",
"Embry-Riddle Aeronautical University-Worldwide (FL)","","","","","","","","","","","","","","","","",
"Undergraduate","0","1","0","0","0","0","0","2","0","0","1","3","0","0","0","0","0","1","1","7","0","8","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","0","1","0","0","0","0","0","2","0","0","1","3","0","0","0","0","0","1","1","7","0","8","4",
"Franklin University (OH)","","","","","","","","","","","","","","","","",
"Undergraduate","6","9","1","0","1","1","0","0","0","0","26","23","1","0","0","0","2","0","37","33","0","70","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","6","9","1","0","1","1","0","0","0","0","26","23","1","0","0","0","2","0","37","33","0","70","4",
"Lindenwood University (MO)","","","","","","","","","","","","","","","","",
"Undergraduate","174","150","4","4","2","3","46","50","4","6","317","314","26","29","69","170","167","159","809","885","0","1,694","1",
"Graduate","95","23","0","0","1","0","5","6","0","0","126","56","7","1","2","1","23","13","259","100","0","359","2",
"Total","269","173","4","4","3","3","51","56","4","6","443","370","33","30","71","171","190","172","1,068","985","0","2,053","4",
"Logos Evangelical Seminary","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","0","0","0","0","10","10","0","0","0","0","0","0","0","0","1","3","0","0","11","13","0","24","2",
"Total","0","0","0","0","10","10","0","0","0","0","0","0","0","0","1","3","0","0","11","13","0","24","4",
"Maryville University of St. Louis","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","0","5","0","0","0","1","0","1","0","0","15","5","0","0","0","0","1","0","16","12","0","28","2",
"Total","0","5","0","0","0","1","0","1","0","0","15","5","0","0","0","0","1","0","16","12","0","28","4",
"Midwest College of Oriental Medicine (WI)","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","1","1","0","0","0","0","10","4","2","0","2","0","0","0","15","5","0","20","1",
"Graduate","8","4","0","0","4","2","7","1","1","0","29","13","1","1","1","0","0","0","51","21","0","72","2",
"Total","8","4","0","0","5","3","7","1","1","0","39","17","3","1","3","0","0","0","66","26","0","92","4",
"Missouri Baptist University (MO)","","","","","","","","","","","","","","","","",
"Undergraduate","3","0","1","0","0","0","0","0","0","0","64","24","0","0","0","0","25","7","93","31","0","124","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","18","5","0","0","0","0","0","1","18","6","0","24","2",
"Total","3","0","1","0","0","0","0","0","0","0","82","29","0","0","0","0","25","8","111","37","0","148","4",
"Nova Southeastern University (FL)","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","4","0","0","4","2",
"Total","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","4","0","0","4","4",
"Pacific College of Oriental Medicine (CA)","","","","","","","","","","","","","","","","",
"Undergraduate","9","2","0","0","0","0","8","5","0","0","6","11","0","1","0","0","3","0","26","19","0","45","1",
"Graduate","8","3","0","0","8","2","4","5","1","0","74","10","13","6","0","0","9","1","117","27","0","144","2",
"Total","17","5","0","0","8","2","12","10","1","0","80","21","13","7","0","0","12","1","143","46","0","189","4",
"Park University (MO)","","","","","","","","","","","","","","","","",
"Undergraduate","3","2","0","0","1","0","0","1","0","0","8","12","2","1","0","0","4","4","18","20","0","38","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","3","2","0","0","1","0","0","1","0","0","8","12","2","1","0","0","4","4","18","20","0","38","4",
"Rasmussen College (MN)","","","","","","","","","","","","","","","","",
"Undergraduate","443","55","20","1","41","10","58","13","5","1","989","165","21","3","0","0","181","39","1,758","287","0","2,045","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","443","55","20","1","41","10","58","13","5","1","989","165","21","3","0","0","181","39","1,758","287","0","2,045","4",
"Relay Graduate School of Education","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","7","5","0","0","3","2","6","6","1","0","17","12","6","2","0","0","11","8","51","35","0","86","2",
"Total","7","5","0","0","3","2","6","6","1","0","17","12","6","2","0","0","11","8","51","35","0","86","4",
"SAE Institute of Technology","","","","","","","","","","","","","","","","",
"Undergraduate","0","32","0","1","0","1","0","11","0","0","4","11","0","7","0","0","0","0","4","63","0","67","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","0","32","0","1","0","1","0","11","0","0","4","11","0","7","0","0","0","0","4","63","0","67","4",
"Stautzenberger College-Rockford Career College","","","","","","","","","","","","","","","","",
"Undergraduate","18","3","0","0","1","0","22","1","0","0","136","12","5","1","0","0","0","0","182","17","0","199","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","18","3","0","0","1","0","22","1","0","0","136","12","5","1","0","0","0","0","182","17","0","199","4",
"Strayer University","","","","","","","","","","","","","","","","",
"Undergraduate","6","2","0","0","0","0","5","2","0","0","5","4","0","0","0","0","0","2","16","10","0","26","1",
"Graduate","5","0","1","0","0","0","0","0","0","0","3","1","0","0","0","0","1","0","10","1","0","11","2",
"Total","11","2","1","0","0","0","5","2","0","0","8","5","0","0","0","0","1","2","26","11","0","37","4",
"The Chicago School of Professional Psychology","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","163","44","0","0","47","19","153","31","1","0","599","149","24","7","47","16","51","12","1,085","278","0","1,363","2",
"Total","163","44","0","0","47","19","153","31","1","0","599","149","24","7","47","16","51","12","1,085","278","0","1,363","4",
"University of Notre Dame (IN)","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","4","5","0","0","1","6","1","8","0","0","16","55","0","2","1","1","0","1","23","78","0","101","2",
"Total","4","5","0","0","1","6","1","8","0","0","16","55","0","2","1","1","0","1","23","78","0","101","4",
"University of Phoenix (AZ) CLOSED","","","","","","","","","","","","","","","","",
"Undergraduate","41","16","0","0","0","0","19","12","1","0","11","10","1","1","2","2","98","74","173","115","0","288","1",
"Graduate","7","4","0","0","0","0","1","3","0","0","0","0","0","0","0","0","8","12","16","19","0","35","2",
"Total","48","20","0","0","0","0","20","15","1","0","11","10","1","1","2","2","106","86","189","134","0","323","4",
"Upper Iowa University (IA)","","","","","","","","","","","","","","","","",
"Undergraduate","13","4","1","0","0","1","7","4","0","0","31","9","2","0","0","0","0","1","54","19","0","73","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","13","4","1","0","0","1","7","4","0","0","31","9","2","0","0","0","0","1","54","19","0","73","4",
"Visible Music College","","","","","","","","","","","","","","","","",
"Undergraduate","0","6","0","0","0","0","0","1","0","0","4","9","0","0","0","1","0","0","4","17","0","21","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","0","6","0","0","0","0","0","1","0","0","4","9","0","0","0","1","0","0","4","17","0","21","4",
"Webster University (MO)","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","7","17","0","0","3","6","2","3","2","0","24","39","2","2","0","0","4","5","44","72","0","116","2",
"Total","7","17","0","0","3","6","2","3","2","0","24","39","2","2","0","0","4","5","44","72","0","116","4",
" Total Enrollment at Out-of-State Institutions","","","","","","","","","","","","","","","","",
"Undergraduate","1,054","445","41","9","65","32","355","221","13","9","2,005","949","79","61","75","173","552","335","4,239","2,234","0","6,473","11",
"Graduate","501","189","2","1","104","52","237","96","7","1","1,123","481","53","22","63","39","117","54","2,207","935","0","3,142","12",
"Sector Total","1,555","634","43","10","169","84","592","317","20","10","3,128","1,430","132","83","138","212","669","389","6,446","3,169","0","9,615","14",
" Total Enrollment All Sectors Combined","","","","","","","","","","","","","","","","",
"Undergraduate","47,805","28,425","797","614","18,099","17,437","60,476","45,056","483","451","176,097","145,720","9,058","7,281","7,677","9,374","15,102","10,658","335,594","265,016","0","600,610","101",
